1		0.000242
2		0.000253
3		0.000247
4		0.000236
5		0.000243
6		0.000322
7		0.000244
8		0.000249
9		0.000288
10		0.000327
12		0.000243
14		0.000239
16		0.000242
18		0.000258
20		0.000250
15		0.000241
21		0.000263
24		0.000327
18		0.000243
20		0.000250
21		0.000258
24		0.000246
24		0.000255
18		0.000239
25		0.000245
24		0.000250
24		0.000248
24		0.000237
24		0.000241
24		0.000241
21		0.000237
24		0.000240
25		0.000286
24		0.000255
24		0.000246
21		0.000245
25		0.000241
24		0.000242
24		0.000252
25		0.000253
24		0.000243
25		0.000292
24		0.000263
24		0.000255
21		0.000239
24		0.000244
25		0.000249
24		0.000239
24		0.000244
21		0.000328
25		0.000239
24		0.000249
24		0.000236
25		0.000306
24		0.000243
25		0.000240
16		0.000241
24		0.000251
24		0.000252
24		0.000234
25		0.000245
24		0.000246
24		0.000238
21		0.000242
25		0.000235
24		0.000235
24		0.000236
25		0.000267
24		0.000241
25		0.000242
25		0.000240
24		0.000240
24		0.000241
21		0.000274
25		0.000276
24		0.000253
24		0.000237
25		0.000275
24		0.000250
25		0.000243
18		0.000259
20		0.000245
24		0.000281
14		0.000244
16		0.000243
24		0.000239
21		0.000240
25		0.000239
24		0.000240
25		0.000248
24		0.000251
24		0.000250
15		0.000255
18		0.000245
16		0.000249
20		0.000239
24		0.000236
25		0.000235
24		0.000246
25		0.000245
18		0.000241
24		0.000247
20		0.000237
24		0.000248
24		0.000251
24		0.000259
15		0.000234
16		0.000242
20		0.000236
25		0.000242
18		0.000235
24		0.000233
20		0.000236
24		0.000239
24		0.000246
16		0.000242
18		0.000248
24		0.000241
24		0.000246
18		0.000233
24		0.000258
24		0.000246
15		0.000324
18		0.000246
16		0.000247
20		0.000233
24		0.000235
25		0.000233
24		0.000294
25		0.000245
18		0.000234
24		0.000239
20		0.000238
24		0.000236
24		0.000237
24		0.000339
15		0.000238
16		0.000235
20		0.000242
25		0.000236
18		0.000240
24		0.000234
20		0.000323
24		0.000239
24		0.000258
16		0.000264
18		0.000238
24		0.000247
24		0.000235
18		0.000256
18		0.000233
20		0.000249
24		0.000317
14		0.000236
16		0.000238
24		0.000241
21		0.000235
25		0.000245
24		0.000235
25		0.000241
18		0.000249
24		0.000243
20		0.000246
24		0.000245
24		0.000271
24		0.000253
15		0.000243
16		0.000235
20		0.000233
25		0.000247
18		0.000274
24		0.000245
20		0.000245
24		0.000256
24		0.000236
16		0.000237
18		0.000236
24		0.000323
24		0.000242
18		0.000242
18		0.000254
24		0.000236
20		0.000236
24		0.000335
24		0.000242
24		0.000236
15		0.000246
16		0.000238
20		0.000253
25		0.000234
18		0.000257
24		0.000256
20		0.000244
24		0.000257
24		0.000253
16		0.000246
18		0.000246
24		0.000236
24		0.000253
18		0.000262
24		0.000236
16		0.000239
24		0.000234
14		0.000236
16		0.000240
24		0.000233
21		0.000236
25		0.000248
24		0.000252
25		0.000233
18		0.000232
20		0.000239
24		0.000243
16		0.000334
20		0.000245
25		0.000235
18		0.000304
24		0.000264
24		0.000240
18		0.000246
18		0.000237
24		0.000246
20		0.000234
24		0.000241
24		0.000252
24		0.000234
15		0.000237
16		0.000317
20		0.000238
25		0.000326
18		0.000245
24		0.000243
20		0.000376
24		0.000242
24		0.000238
16		0.000336
18		0.000244
24		0.000241
24		0.000238
18		0.000235
24		0.000242
24		0.000260
16		0.000235
20		0.000237
18		0.000238
24		0.000235
15		0.000239
16		0.000236
20		0.000249
25		0.000242
18		0.000262
24		0.000328
20		0.000252
24		0.000256
24		0.000242
16		0.000251
18		0.000244
24		0.000246
24		0.000253
18		0.000341
24		0.000235
24		0.000235
16		0.000239
18		0.000236
24		0.000236
16		0.000244
18		0.000239
24		0.000246
24		0.000235
18		0.000239
24		0.000233
24		0.000314
18		0.000349
18		0.000245
24		0.000242
